Country,Date,Percent Pop. on Internet
"Hong Kong, China",1983-01-01T00:00:00.000000+00:00,
Honduras,1983-01-01T00:00:00.000000+00:00,
Croatia,1983-01-01T00:00:00.000000+00:00,
Haiti,1983-01-01T00:00:00.000000+00:00,
Hungary,1983-01-01T00:00:00.000000+00:00,
Indonesia,1983-01-01T00:00:00.000000+00:00,
India,1983-01-01T00:00:00.000000+00:00,
Ireland,1983-01-01T00:00:00.000000+00:00,
Iran,1983-01-01T00:00:00.000000+00:00,
Iraq,1983-01-01T00:00:00.000000+00:00,
Iceland,1983-01-01T00:00:00.000000+00:00,
Israel,1983-01-01T00:00:00.000000+00:00,
Italy,1983-01-01T00:00:00.000000+00:00,
Jamaica,1983-01-01T00:00:00.000000+00:00,
Jordan,1983-01-01T00:00:00.000000+00:00,
Japan,1983-01-01T00:00:00.000000+00:00,
Kazakhstan,1983-01-01T00:00:00.000000+00:00,
Kenya,1983-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1983-01-01T00:00:00.000000+00:00,
Cambodia,1983-01-01T00:00:00.000000+00:00,
Kiribati,1983-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1983-01-01T00:00:00.000000+00:00,
South Korea,1983-01-01T00:00:00.000000+00:00,
Kosovo,1983-01-01T00:00:00.000000+00:00,
Kuwait,1983-01-01T00:00:00.000000+00:00,
Lao,1983-01-01T00:00:00.000000+00:00,
Lebanon,1983-01-01T00:00:00.000000+00:00,
Liberia,1983-01-01T00:00:00.000000+00:00,
Libya,1983-01-01T00:00:00.000000+00:00,
St. Lucia,1983-01-01T00:00:00.000000+00:00,
Liechtenstein,1983-01-01T00:00:00.000000+00:00,
Sri Lanka,1983-01-01T00:00:00.000000+00:00,
Lesotho,1983-01-01T00:00:00.000000+00:00,
Lithuania,1983-01-01T00:00:00.000000+00:00,
Luxembourg,1983-01-01T00:00:00.000000+00:00,
Latvia,1983-01-01T00:00:00.000000+00:00,
"Macao, China",1983-01-01T00:00:00.000000+00:00,
Morocco,1983-01-01T00:00:00.000000+00:00,
Monaco,1983-01-01T00:00:00.000000+00:00,
Moldova,1983-01-01T00:00:00.000000+00:00,
Madagascar,1983-01-01T00:00:00.000000+00:00,
Maldives,1983-01-01T00:00:00.000000+00:00,0.0
Mexico,1983-01-01T00:00:00.000000+00:00,
Marshall Islands,1983-01-01T00:00:00.000000+00:00,
North Macedonia,1983-01-01T00:00:00.000000+00:00,
Mali,1983-01-01T00:00:00.000000+00:00,
Malta,1983-01-01T00:00:00.000000+00:00,
Myanmar,1983-01-01T00:00:00.000000+00:00,
Montenegro,1983-01-01T00:00:00.000000+00:00,
Mongolia,1983-01-01T00:00:00.000000+00:00,
Northern Mariana Islands,1983-01-01T00:00:00.000000+00:00,
Mozambique,1983-01-01T00:00:00.000000+00:00,
Mauritania,1983-01-01T00:00:00.000000+00:00,
Mauritius,1983-01-01T00:00:00.000000+00:00,
Malawi,1983-01-01T00:00:00.000000+00:00,
Malaysia,1983-01-01T00:00:00.000000+00:00,
Namibia,1983-01-01T00:00:00.000000+00:00,
New Caledonia,1983-01-01T00:00:00.000000+00:00,
Niger,1983-01-01T00:00:00.000000+00:00,
Nigeria,1983-01-01T00:00:00.000000+00:00,
Nicaragua,1983-01-01T00:00:00.000000+00:00,
Netherlands,1983-01-01T00:00:00.000000+00:00,
Curaçao,1983-01-01T00:00:00.000000+00:00,
Norway,1983-01-01T00:00:00.000000+00:00,
Nepal,1983-01-01T00:00:00.000000+00:00,
Nauru,1983-01-01T00:00:00.000000+00:00,
New Zealand,1983-01-01T00:00:00.000000+00:00,
Oman,1983-01-01T00:00:00.000000+00:00,
Pakistan,1983-01-01T00:00:00.000000+00:00,
Panama,1983-01-01T00:00:00.000000+00:00,
Peru,1983-01-01T00:00:00.000000+00:00,
Philippines,1983-01-01T00:00:00.000000+00:00,
Palau,1983-01-01T00:00:00.000000+00:00,
Papua New Guinea,1983-01-01T00:00:00.000000+00:00,
Poland,1983-01-01T00:00:00.000000+00:00,
Puerto Rico,1983-01-01T00:00:00.000000+00:00,
North Korea,1983-01-01T00:00:00.000000+00:00,
Portugal,1983-01-01T00:00:00.000000+00:00,
Paraguay,1983-01-01T00:00:00.000000+00:00,
Palestine,1983-01-01T00:00:00.000000+00:00,
French Polynesia,1983-01-01T00:00:00.000000+00:00,
Qatar,1983-01-01T00:00:00.000000+00:00,
Romania,1983-01-01T00:00:00.000000+00:00,
Russia,1983-01-01T00:00:00.000000+00:00,
Rwanda,1983-01-01T00:00:00.000000+00:00,
Saudi Arabia,1983-01-01T00:00:00.000000+00:00,
Sudan,1983-01-01T00:00:00.000000+00:00,
Senegal,1983-01-01T00:00:00.000000+00:00,
Singapore,1983-01-01T00:00:00.000000+00:00,
Solomon Islands,1983-01-01T00:00:00.000000+00:00,
Sierra Leone,1983-01-01T00:00:00.000000+00:00,
El Salvador,1983-01-01T00:00:00.000000+00:00,
San Marino,1983-01-01T00:00:00.000000+00:00,
Somalia,1983-01-01T00:00:00.000000+00:00,
Serbia,1983-01-01T00:00:00.000000+00:00,
South Sudan,1983-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1983-01-01T00:00:00.000000+00:00,
Suriname,1983-01-01T00:00:00.000000+00:00,
Slovak Republic,1983-01-01T00:00:00.000000+00:00,
Slovenia,1983-01-01T00:00:00.000000+00:00,
Sweden,1983-01-01T00:00:00.000000+00:00,
Eswatini,1983-01-01T00:00:00.000000+00:00,
Seychelles,1983-01-01T00:00:00.000000+00:00,
Syria,1983-01-01T00:00:00.000000+00:00,0.0
Turks and Caicos Islands,1983-01-01T00:00:00.000000+00:00,
Chad,1983-01-01T00:00:00.000000+00:00,
Togo,1983-01-01T00:00:00.000000+00:00,0.0
Thailand,1983-01-01T00:00:00.000000+00:00,0.0
Tajikistan,1983-01-01T00:00:00.000000+00:00,
Turkmenistan,1983-01-01T00:00:00.000000+00:00,
Timor-Leste,1983-01-01T00:00:00.000000+00:00,
Tonga,1983-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1983-01-01T00:00:00.000000+00:00,
Tunisia,1983-01-01T00:00:00.000000+00:00,
Turkey,1983-01-01T00:00:00.000000+00:00,
Tuvalu,1983-01-01T00:00:00.000000+00:00,
Tanzania,1983-01-01T00:00:00.000000+00:00,
Uganda,1983-01-01T00:00:00.000000+00:00,
Ukraine,1983-01-01T00:00:00.000000+00:00,
Uruguay,1983-01-01T00:00:00.000000+00:00,
United States,1983-01-01T00:00:00.000000+00:00,
Uzbekistan,1983-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1983-01-01T00:00:00.000000+00:00,
Venezuela,1983-01-01T00:00:00.000000+00:00,
British Virgin Islands,1983-01-01T00:00:00.000000+00:00,
Virgin Islands (U.S.),1983-01-01T00:00:00.000000+00:00,
Vietnam,1983-01-01T00:00:00.000000+00:00,
Vanuatu,1983-01-01T00:00:00.000000+00:00,
Samoa,1983-01-01T00:00:00.000000+00:00,
Yemen,1983-01-01T00:00:00.000000+00:00,
South Africa,1983-01-01T00:00:00.000000+00:00,
Zambia,1983-01-01T00:00:00.000000+00:00,
Zimbabwe,1983-01-01T00:00:00.000000+00:00,
Aruba,1984-01-01T00:00:00.000000+00:00,
Afghanistan,1984-01-01T00:00:00.000000+00:00,
Angola,1984-01-01T00:00:00.000000+00:00,
Albania,1984-01-01T00:00:00.000000+00:00,
Andorra,1984-01-01T00:00:00.000000+00:00,
United Arab Emirates,1984-01-01T00:00:00.000000+00:00,
Argentina,1984-01-01T00:00:00.000000+00:00,
Armenia,1984-01-01T00:00:00.000000+00:00,
American Samoa,1984-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1984-01-01T00:00:00.000000+00:00,
Australia,1984-01-01T00:00:00.000000+00:00,
Austria,1984-01-01T00:00:00.000000+00:00,
Azerbaijan,1984-01-01T00:00:00.000000+00:00,
Burundi,1984-01-01T00:00:00.000000+00:00,0.0
Belgium,1984-01-01T00:00:00.000000+00:00,
Benin,1984-01-01T00:00:00.000000+00:00,
Burkina Faso,1984-01-01T00:00:00.000000+00:00,
Bangladesh,1984-01-01T00:00:00.000000+00:00,
Bulgaria,1984-01-01T00:00:00.000000+00:00,
Bahrain,1984-01-01T00:00:00.000000+00:00,
Bahamas,1984-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1984-01-01T00:00:00.000000+00:00,
Belarus,1984-01-01T00:00:00.000000+00:00,
Belize,1984-01-01T00:00:00.000000+00:00,
Bermuda,1984-01-01T00:00:00.000000+00:00,
Bolivia,1984-01-01T00:00:00.000000+00:00,
Brazil,1984-01-01T00:00:00.000000+00:00,
Barbados,1984-01-01T00:00:00.000000+00:00,
Brunei,1984-01-01T00:00:00.000000+00:00,
Bhutan,1984-01-01T00:00:00.000000+00:00,
Botswana,1984-01-01T00:00:00.000000+00:00,0.0
Central African Republic,1984-01-01T00:00:00.000000+00:00,
Canada,1984-01-01T00:00:00.000000+00:00,
Switzerland,1984-01-01T00:00:00.000000+00:00,
Chile,1984-01-01T00:00:00.000000+00:00,
China,1984-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1984-01-01T00:00:00.000000+00:00,
Cameroon,1984-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1984-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1984-01-01T00:00:00.000000+00:00,
Colombia,1984-01-01T00:00:00.000000+00:00,
Comoros,1984-01-01T00:00:00.000000+00:00,
Cape Verde,1984-01-01T00:00:00.000000+00:00,
Costa Rica,1984-01-01T00:00:00.000000+00:00,
Cuba,1984-01-01T00:00:00.000000+00:00,
Cayman Islands,1984-01-01T00:00:00.000000+00:00,
Cyprus,1984-01-01T00:00:00.000000+00:00,
Czech Republic,1984-01-01T00:00:00.000000+00:00,
Germany,1984-01-01T00:00:00.000000+00:00,
Djibouti,1984-01-01T00:00:00.000000+00:00,
Dominica,1984-01-01T00:00:00.000000+00:00,
Denmark,1984-01-01T00:00:00.000000+00:00,
Dominican Republic,1984-01-01T00:00:00.000000+00:00,
Algeria,1984-01-01T00:00:00.000000+00:00,
Ecuador,1984-01-01T00:00:00.000000+00:00,
Egypt,1984-01-01T00:00:00.000000+00:00,
Eritrea,1984-01-01T00:00:00.000000+00:00,
Spain,1984-01-01T00:00:00.000000+00:00,
Estonia,1984-01-01T00:00:00.000000+00:00,
Ethiopia,1984-01-01T00:00:00.000000+00:00,
Finland,1984-01-01T00:00:00.000000+00:00,
Fiji,1984-01-01T00:00:00.000000+00:00,
France,1984-01-01T00:00:00.000000+00:00,
Faeroe Islands,1984-01-01T00:00:00.000000+00:00,
"Micronesia, Fed. Sts.",1984-01-01T00:00:00.000000+00:00,
Gabon,1984-01-01T00:00:00.000000+00:00,
United Kingdom,1984-01-01T00:00:00.000000+00:00,
Georgia,1984-01-01T00:00:00.000000+00:00,
Ghana,1984-01-01T00:00:00.000000+00:00,
Gibraltar,1984-01-01T00:00:00.000000+00:00,
Guinea,1984-01-01T00:00:00.000000+00:00,
Gambia,1984-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1984-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1984-01-01T00:00:00.000000+00:00,
Greece,1984-01-01T00:00:00.000000+00:00,
Grenada,1984-01-01T00:00:00.000000+00:00,0.0
Greenland,1984-01-01T00:00:00.000000+00:00,
Guatemala,1984-01-01T00:00:00.000000+00:00,
Guam,1984-01-01T00:00:00.000000+00:00,
Guyana,1984-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1984-01-01T00:00:00.000000+00:00,
Honduras,1984-01-01T00:00:00.000000+00:00,
Croatia,1984-01-01T00:00:00.000000+00:00,
Haiti,1984-01-01T00:00:00.000000+00:00,
Hungary,1984-01-01T00:00:00.000000+00:00,
Indonesia,1984-01-01T00:00:00.000000+00:00,
India,1984-01-01T00:00:00.000000+00:00,
Ireland,1984-01-01T00:00:00.000000+00:00,
Iran,1984-01-01T00:00:00.000000+00:00,
Iraq,1984-01-01T00:00:00.000000+00:00,
Iceland,1984-01-01T00:00:00.000000+00:00,
Israel,1984-01-01T00:00:00.000000+00:00,
Italy,1984-01-01T00:00:00.000000+00:00,
Jamaica,1984-01-01T00:00:00.000000+00:00,
Jordan,1984-01-01T00:00:00.000000+00:00,
Japan,1984-01-01T00:00:00.000000+00:00,
Kazakhstan,1984-01-01T00:00:00.000000+00:00,
Kenya,1984-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1984-01-01T00:00:00.000000+00:00,
Cambodia,1984-01-01T00:00:00.000000+00:00,
Kiribati,1984-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1984-01-01T00:00:00.000000+00:00,
South Korea,1984-01-01T00:00:00.000000+00:00,
Kosovo,1984-01-01T00:00:00.000000+00:00,
Kuwait,1984-01-01T00:00:00.000000+00:00,
Lao,1984-01-01T00:00:00.000000+00:00,
Lebanon,1984-01-01T00:00:00.000000+00:00,
Liberia,1984-01-01T00:00:00.000000+00:00,
Libya,1984-01-01T00:00:00.000000+00:00,
St. Lucia,1984-01-01T00:00:00.000000+00:00,
Liechtenstein,1984-01-01T00:00:00.000000+00:00,
Sri Lanka,1984-01-01T00:00:00.000000+00:00,
Lesotho,1984-01-01T00:00:00.000000+00:00,
Lithuania,1984-01-01T00:00:00.000000+00:00,
Luxembourg,1984-01-01T00:00:00.000000+00:00,
Latvia,1984-01-01T00:00:00.000000+00:00,
"Macao, China",1984-01-01T00:00:00.000000+00:00,
Morocco,1984-01-01T00:00:00.000000+00:00,
Monaco,1984-01-01T00:00:00.000000+00:00,
Moldova,1984-01-01T00:00:00.000000+00:00,
Madagascar,1984-01-01T00:00:00.000000+00:00,
Maldives,1984-01-01T00:00:00.000000+00:00,0.0
Mexico,1984-01-01T00:00:00.000000+00:00,
Marshall Islands,1984-01-01T00:00:00.000000+00:00,
North Macedonia,1984-01-01T00:00:00.000000+00:00,
Mali,1984-01-01T00:00:00.000000+00:00,
Malta,1984-01-01T00:00:00.000000+00:00,
Myanmar,1984-01-01T00:00:00.000000+00:00,
Montenegro,1984-01-01T00:00:00.000000+00:00,
Mongolia,1984-01-01T00:00:00.000000+00:00,
Northern Mariana Islands,1984-01-01T00:00:00.000000+00:00,
Mozambique,1984-01-01T00:00:00.000000+00:00,
Mauritania,1984-01-01T00:00:00.000000+00:00,
Mauritius,1984-01-01T00:00:00.000000+00:00,
Malawi,1984-01-01T00:00:00.000000+00:00,
Malaysia,1984-01-01T00:00:00.000000+00:00,
Namibia,1984-01-01T00:00:00.000000+00:00,
New Caledonia,1984-01-01T00:00:00.000000+00:00,
Niger,1984-01-01T00:00:00.000000+00:00,
Nigeria,1984-01-01T00:00:00.000000+00:00,
Nicaragua,1984-01-01T00:00:00.000000+00:00,
Netherlands,1984-01-01T00:00:00.000000+00:00,
Curaçao,1984-01-01T00:00:00.000000+00:00,
Norway,1984-01-01T00:00:00.000000+00:00,
Nepal,1984-01-01T00:00:00.000000+00:00,
Nauru,1984-01-01T00:00:00.000000+00:00,
New Zealand,1984-01-01T00:00:00.000000+00:00,
Oman,1984-01-01T00:00:00.000000+00:00,
Pakistan,1984-01-01T00:00:00.000000+00:00,
Panama,1984-01-01T00:00:00.000000+00:00,
Peru,1984-01-01T00:00:00.000000+00:00,
Philippines,1984-01-01T00:00:00.000000+00:00,
Palau,1984-01-01T00:00:00.000000+00:00,
Papua New Guinea,1984-01-01T00:00:00.000000+00:00,
Poland,1984-01-01T00:00:00.000000+00:00,
Puerto Rico,1984-01-01T00:00:00.000000+00:00,
North Korea,1984-01-01T00:00:00.000000+00:00,
Portugal,1984-01-01T00:00:00.000000+00:00,
Paraguay,1984-01-01T00:00:00.000000+00:00,
Palestine,1984-01-01T00:00:00.000000+00:00,
French Polynesia,1984-01-01T00:00:00.000000+00:00,
Qatar,1984-01-01T00:00:00.000000+00:00,
Romania,1984-01-01T00:00:00.000000+00:00,
Russia,1984-01-01T00:00:00.000000+00:00,
Rwanda,1984-01-01T00:00:00.000000+00:00,
Saudi Arabia,1984-01-01T00:00:00.000000+00:00,
Sudan,1984-01-01T00:00:00.000000+00:00,
Senegal,1984-01-01T00:00:00.000000+00:00,
Singapore,1984-01-01T00:00:00.000000+00:00,
Solomon Islands,1984-01-01T00:00:00.000000+00:00,
Sierra Leone,1984-01-01T00:00:00.000000+00:00,
El Salvador,1984-01-01T00:00:00.000000+00:00,
San Marino,1984-01-01T00:00:00.000000+00:00,
Somalia,1984-01-01T00:00:00.000000+00:00,
Serbia,1984-01-01T00:00:00.000000+00:00,
South Sudan,1984-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1984-01-01T00:00:00.000000+00:00,
Suriname,1984-01-01T00:00:00.000000+00:00,
Slovak Republic,1984-01-01T00:00:00.000000+00:00,
Slovenia,1984-01-01T00:00:00.000000+00:00,
Sweden,1984-01-01T00:00:00.000000+00:00,
Eswatini,1984-01-01T00:00:00.000000+00:00,
Seychelles,1984-01-01T00:00:00.000000+00:00,
Syria,1984-01-01T00:00:00.000000+00:00,0.0
Turks and Caicos Islands,1984-01-01T00:00:00.000000+00:00,
Chad,1984-01-01T00:00:00.000000+00:00,
Togo,1984-01-01T00:00:00.000000+00:00,0.0
Thailand,1984-01-01T00:00:00.000000+00:00,0.0
Tajikistan,1984-01-01T00:00:00.000000+00:00,
Turkmenistan,1984-01-01T00:00:00.000000+00:00,
Timor-Leste,1984-01-01T00:00:00.000000+00:00,
Tonga,1984-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1984-01-01T00:00:00.000000+00:00,
Tunisia,1984-01-01T00:00:00.000000+00:00,
Turkey,1984-01-01T00:00:00.000000+00:00,
Tuvalu,1984-01-01T00:00:00.000000+00:00,
Tanzania,1984-01-01T00:00:00.000000+00:00,
Uganda,1984-01-01T00:00:00.000000+00:00,
Ukraine,1984-01-01T00:00:00.000000+00:00,
Uruguay,1984-01-01T00:00:00.000000+00:00,
United States,1984-01-01T00:00:00.000000+00:00,
Uzbekistan,1984-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1984-01-01T00:00:00.000000+00:00,
Venezuela,1984-01-01T00:00:00.000000+00:00,
British Virgin Islands,1984-01-01T00:00:00.000000+00:00,
Virgin Islands (U.S.),1984-01-01T00:00:00.000000+00:00,
Vietnam,1984-01-01T00:00:00.000000+00:00,
Vanuatu,1984-01-01T00:00:00.000000+00:00,
Samoa,1984-01-01T00:00:00.000000+00:00,
Yemen,1984-01-01T00:00:00.000000+00:00,
South Africa,1984-01-01T00:00:00.000000+00:00,
Zambia,1984-01-01T00:00:00.000000+00:00,
Zimbabwe,1984-01-01T00:00:00.000000+00:00,
Aruba,1985-01-01T00:00:00.000000+00:00,
Afghanistan,1985-01-01T00:00:00.000000+00:00,
Angola,1985-01-01T00:00:00.000000+00:00,
Albania,1985-01-01T00:00:00.000000+00:00,
Andorra,1985-01-01T00:00:00.000000+00:00,
United Arab Emirates,1985-01-01T00:00:00.000000+00:00,
Argentina,1985-01-01T00:00:00.000000+00:00,
Armenia,1985-01-01T00:00:00.000000+00:00,
American Samoa,1985-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1985-01-01T00:00:00.000000+00:00,
Australia,1985-01-01T00:00:00.000000+00:00,
Austria,1985-01-01T00:00:00.000000+00:00,
Azerbaijan,1985-01-01T00:00:00.000000+00:00,
Burundi,1985-01-01T00:00:00.000000+00:00,0.0
Belgium,1985-01-01T00:00:00.000000+00:00,
Benin,1985-01-01T00:00:00.000000+00:00,
Burkina Faso,1985-01-01T00:00:00.000000+00:00,
Bangladesh,1985-01-01T00:00:00.000000+00:00,
Bulgaria,1985-01-01T00:00:00.000000+00:00,
Bahrain,1985-01-01T00:00:00.000000+00:00,
Bahamas,1985-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1985-01-01T00:00:00.000000+00:00,
Belarus,1985-01-01T00:00:00.000000+00:00,
Belize,1985-01-01T00:00:00.000000+00:00,
Bermuda,1985-01-01T00:00:00.000000+00:00,
Bolivia,1985-01-01T00:00:00.000000+00:00,
Brazil,1985-01-01T00:00:00.000000+00:00,
Barbados,1985-01-01T00:00:00.000000+00:00,
Brunei,1985-01-01T00:00:00.000000+00:00,
Bhutan,1985-01-01T00:00:00.000000+00:00,
Botswana,1985-01-01T00:00:00.000000+00:00,0.0
Central African Republic,1985-01-01T00:00:00.000000+00:00,
Canada,1985-01-01T00:00:00.000000+00:00,
Switzerland,1985-01-01T00:00:00.000000+00:00,
Chile,1985-01-01T00:00:00.000000+00:00,
China,1985-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1985-01-01T00:00:00.000000+00:00,
Cameroon,1985-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1985-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1985-01-01T00:00:00.000000+00:00,
Colombia,1985-01-01T00:00:00.000000+00:00,
Comoros,1985-01-01T00:00:00.000000+00:00,
Cape Verde,1985-01-01T00:00:00.000000+00:00,
Costa Rica,1985-01-01T00:00:00.000000+00:00,
Cuba,1985-01-01T00:00:00.000000+00:00,
Cayman Islands,1985-01-01T00:00:00.000000+00:00,
Cyprus,1985-01-01T00:00:00.000000+00:00,
Czech Republic,1985-01-01T00:00:00.000000+00:00,
Germany,1985-01-01T00:00:00.000000+00:00,
Djibouti,1985-01-01T00:00:00.000000+00:00,
Dominica,1985-01-01T00:00:00.000000+00:00,
Denmark,1985-01-01T00:00:00.000000+00:00,
Dominican Republic,1985-01-01T00:00:00.000000+00:00,
Algeria,1985-01-01T00:00:00.000000+00:00,
Ecuador,1985-01-01T00:00:00.000000+00:00,
Egypt,1985-01-01T00:00:00.000000+00:00,
Eritrea,1985-01-01T00:00:00.000000+00:00,
Spain,1985-01-01T00:00:00.000000+00:00,
Estonia,1985-01-01T00:00:00.000000+00:00,
Ethiopia,1985-01-01T00:00:00.000000+00:00,
Finland,1985-01-01T00:00:00.000000+00:00,
Fiji,1985-01-01T00:00:00.000000+00:00,
France,1985-01-01T00:00:00.000000+00:00,
Faeroe Islands,1985-01-01T00:00:00.000000+00:00,
"Micronesia, Fed. Sts.",1985-01-01T00:00:00.000000+00:00,
Gabon,1985-01-01T00:00:00.000000+00:00,
United Kingdom,1985-01-01T00:00:00.000000+00:00,
Georgia,1985-01-01T00:00:00.000000+00:00,
Ghana,1985-01-01T00:00:00.000000+00:00,
Gibraltar,1985-01-01T00:00:00.000000+00:00,
Guinea,1985-01-01T00:00:00.000000+00:00,
Gambia,1985-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1985-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1985-01-01T00:00:00.000000+00:00,
Greece,1985-01-01T00:00:00.000000+00:00,
Grenada,1985-01-01T00:00:00.000000+00:00,0.0
Greenland,1985-01-01T00:00:00.000000+00:00,
Guatemala,1985-01-01T00:00:00.000000+00:00,
Guam,1985-01-01T00:00:00.000000+00:00,
Guyana,1985-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1985-01-01T00:00:00.000000+00:00,
Honduras,1985-01-01T00:00:00.000000+00:00,
Croatia,1985-01-01T00:00:00.000000+00:00,
Haiti,1985-01-01T00:00:00.000000+00:00,
Hungary,1985-01-01T00:00:00.000000+00:00,
Indonesia,1985-01-01T00:00:00.000000+00:00,
India,1985-01-01T00:00:00.000000+00:00,
Ireland,1985-01-01T00:00:00.000000+00:00,
Iran,1985-01-01T00:00:00.000000+00:00,
Iraq,1985-01-01T00:00:00.000000+00:00,
Iceland,1985-01-01T00:00:00.000000+00:00,
Israel,1985-01-01T00:00:00.000000+00:00,
Italy,1985-01-01T00:00:00.000000+00:00,
Jamaica,1985-01-01T00:00:00.000000+00:00,
Jordan,1985-01-01T00:00:00.000000+00:00,
Japan,1985-01-01T00:00:00.000000+00:00,
Kazakhstan,1985-01-01T00:00:00.000000+00:00,
Kenya,1985-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1985-01-01T00:00:00.000000+00:00,
Cambodia,1985-01-01T00:00:00.000000+00:00,
Kiribati,1985-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1985-01-01T00:00:00.000000+00:00,
South Korea,1985-01-01T00:00:00.000000+00:00,
Kosovo,1985-01-01T00:00:00.000000+00:00,
Kuwait,1985-01-01T00:00:00.000000+00:00,
Lao,1985-01-01T00:00:00.000000+00:00,
Lebanon,1985-01-01T00:00:00.000000+00:00,
Liberia,1985-01-01T00:00:00.000000+00:00,
Libya,1985-01-01T00:00:00.000000+00:00,
St. Lucia,1985-01-01T00:00:00.000000+00:00,
Liechtenstein,1985-01-01T00:00:00.000000+00:00,
Sri Lanka,1985-01-01T00:00:00.000000+00:00,
Lesotho,1985-01-01T00:00:00.000000+00:00,
Lithuania,1985-01-01T00:00:00.000000+00:00,
Luxembourg,1985-01-01T00:00:00.000000+00:00,
Latvia,1985-01-01T00:00:00.000000+00:00,
"Macao, China",1985-01-01T00:00:00.000000+00:00,
Morocco,1985-01-01T00:00:00.000000+00:00,
Monaco,1985-01-01T00:00:00.000000+00:00,
Moldova,1985-01-01T00:00:00.000000+00:00,
Madagascar,1985-01-01T00:00:00.000000+00:00,
Maldives,1985-01-01T00:00:00.000000+00:00,0.0
Mexico,1985-01-01T00:00:00.000000+00:00,
Marshall Islands,1985-01-01T00:00:00.000000+00:00,
North Macedonia,1985-01-01T00:00:00.000000+00:00,
Mali,1985-01-01T00:00:00.000000+00:00,
Malta,1985-01-01T00:00:00.000000+00:00,
Myanmar,1985-01-01T00:00:00.000000+00:00,
Montenegro,1985-01-01T00:00:00.000000+00:00,
Mongolia,1985-01-01T00:00:00.000000+00:00,
Northern Mariana Islands,1985-01-01T00:00:00.000000+00:00,
Mozambique,1985-01-01T00:00:00.000000+00:00,
Mauritania,1985-01-01T00:00:00.000000+00:00,
Mauritius,1985-01-01T00:00:00.000000+00:00,
Malawi,1985-01-01T00:00:00.000000+00:00,
Malaysia,1985-01-01T00:00:00.000000+00:00,
Namibia,1985-01-01T00:00:00.000000+00:00,
New Caledonia,1985-01-01T00:00:00.000000+00:00,
Niger,1985-01-01T00:00:00.000000+00:00,
Nigeria,1985-01-01T00:00:00.000000+00:00,
Nicaragua,1985-01-01T00:00:00.000000+00:00,
Netherlands,1985-01-01T00:00:00.000000+00:00,
Curaçao,1985-01-01T00:00:00.000000+00:00,
Norway,1985-01-01T00:00:00.000000+00:00,
Nepal,1985-01-01T00:00:00.000000+00:00,
Nauru,1985-01-01T00:00:00.000000+00:00,
New Zealand,1985-01-01T00:00:00.000000+00:00,
Oman,1985-01-01T00:00:00.000000+00:00,
Pakistan,1985-01-01T00:00:00.000000+00:00,
Panama,1985-01-01T00:00:00.000000+00:00,
Peru,1985-01-01T00:00:00.000000+00:00,
Philippines,1985-01-01T00:00:00.000000+00:00,
Palau,1985-01-01T00:00:00.000000+00:00,
Papua New Guinea,1985-01-01T00:00:00.000000+00:00,
Poland,1985-01-01T00:00:00.000000+00:00,
Puerto Rico,1985-01-01T00:00:00.000000+00:00,
North Korea,1985-01-01T00:00:00.000000+00:00,
Portugal,1985-01-01T00:00:00.000000+00:00,
Paraguay,1985-01-01T00:00:00.000000+00:00,
Palestine,1985-01-01T00:00:00.000000+00:00,
French Polynesia,1985-01-01T00:00:00.000000+00:00,
Qatar,1985-01-01T00:00:00.000000+00:00,
Romania,1985-01-01T00:00:00.000000+00:00,
Russia,1985-01-01T00:00:00.000000+00:00,
Rwanda,1985-01-01T00:00:00.000000+00:00,
Saudi Arabia,1985-01-01T00:00:00.000000+00:00,
Sudan,1985-01-01T00:00:00.000000+00:00,
Senegal,1985-01-01T00:00:00.000000+00:00,
Singapore,1985-01-01T00:00:00.000000+00:00,
