Country,Date,Tonnes CO2/person
North Macedonia,1891-01-01T00:00:00.000000+00:00,
Mali,1891-01-01T00:00:00.000000+00:00,
Malta,1891-01-01T00:00:00.000000+00:00,
Myanmar,1891-01-01T00:00:00.000000+00:00,
Montenegro,1891-01-01T00:00:00.000000+00:00,
Mongolia,1891-01-01T00:00:00.000000+00:00,
Mozambique,1891-01-01T00:00:00.000000+00:00,
Mauritania,1891-01-01T00:00:00.000000+00:00,
Mauritius,1891-01-01T00:00:00.000000+00:00,
Malawi,1891-01-01T00:00:00.000000+00:00,
Malaysia,1891-01-01T00:00:00.000000+00:00,
Namibia,1891-01-01T00:00:00.000000+00:00,
Niger,1891-01-01T00:00:00.000000+00:00,
Nigeria,1891-01-01T00:00:00.000000+00:00,
Nicaragua,1891-01-01T00:00:00.000000+00:00,
Netherlands,1891-01-01T00:00:00.000000+00:00,2.45
Norway,1891-01-01T00:00:00.000000+00:00,1.21
Nepal,1891-01-01T00:00:00.000000+00:00,
Nauru,1891-01-01T00:00:00.000000+00:00,
New Zealand,1891-01-01T00:00:00.000000+00:00,2.18
Oman,1891-01-01T00:00:00.000000+00:00,
Pakistan,1891-01-01T00:00:00.000000+00:00,
Panama,1891-01-01T00:00:00.000000+00:00,
Peru,1891-01-01T00:00:00.000000+00:00,0.0192
Philippines,1891-01-01T00:00:00.000000+00:00,
Palau,1891-01-01T00:00:00.000000+00:00,
Papua New Guinea,1891-01-01T00:00:00.000000+00:00,
Poland,1891-01-01T00:00:00.000000+00:00,1.88
North Korea,1891-01-01T00:00:00.000000+00:00,
Portugal,1891-01-01T00:00:00.000000+00:00,0.332
Paraguay,1891-01-01T00:00:00.000000+00:00,
Palestine,1891-01-01T00:00:00.000000+00:00,
Qatar,1891-01-01T00:00:00.000000+00:00,
Romania,1891-01-01T00:00:00.000000+00:00,0.101
Russia,1891-01-01T00:00:00.000000+00:00,0.326
Rwanda,1891-01-01T00:00:00.000000+00:00,
Saudi Arabia,1891-01-01T00:00:00.000000+00:00,
Sudan,1891-01-01T00:00:00.000000+00:00,
Senegal,1891-01-01T00:00:00.000000+00:00,
Singapore,1891-01-01T00:00:00.000000+00:00,
Solomon Islands,1891-01-01T00:00:00.000000+00:00,
Sierra Leone,1891-01-01T00:00:00.000000+00:00,
El Salvador,1891-01-01T00:00:00.000000+00:00,
Somalia,1891-01-01T00:00:00.000000+00:00,
Serbia,1891-01-01T00:00:00.000000+00:00,
South Sudan,1891-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1891-01-01T00:00:00.000000+00:00,
Suriname,1891-01-01T00:00:00.000000+00:00,
Slovak Republic,1891-01-01T00:00:00.000000+00:00,3.18
Slovenia,1891-01-01T00:00:00.000000+00:00,
Sweden,1891-01-01T00:00:00.000000+00:00,1.08
Eswatini,1891-01-01T00:00:00.000000+00:00,
Seychelles,1891-01-01T00:00:00.000000+00:00,
Syria,1891-01-01T00:00:00.000000+00:00,
Chad,1891-01-01T00:00:00.000000+00:00,
Togo,1891-01-01T00:00:00.000000+00:00,
Thailand,1891-01-01T00:00:00.000000+00:00,
Tajikistan,1891-01-01T00:00:00.000000+00:00,0.0775
Turkmenistan,1891-01-01T00:00:00.000000+00:00,0.443
Timor-Leste,1891-01-01T00:00:00.000000+00:00,
Tonga,1891-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1891-01-01T00:00:00.000000+00:00,
Tunisia,1891-01-01T00:00:00.000000+00:00,
Turkey,1891-01-01T00:00:00.000000+00:00,0.0304
Tuvalu,1891-01-01T00:00:00.000000+00:00,
Taiwan,1891-01-01T00:00:00.000000+00:00,
Tanzania,1891-01-01T00:00:00.000000+00:00,
Uganda,1891-01-01T00:00:00.000000+00:00,
Ukraine,1891-01-01T00:00:00.000000+00:00,0.274
Uruguay,1891-01-01T00:00:00.000000+00:00,
United States,1891-01-01T00:00:00.000000+00:00,6.69
Uzbekistan,1891-01-01T00:00:00.000000+00:00,0.289
St. Vincent and the Grenadines,1891-01-01T00:00:00.000000+00:00,
Venezuela,1891-01-01T00:00:00.000000+00:00,
Vietnam,1891-01-01T00:00:00.000000+00:00,0.0192
Vanuatu,1891-01-01T00:00:00.000000+00:00,
Samoa,1891-01-01T00:00:00.000000+00:00,
Yemen,1891-01-01T00:00:00.000000+00:00,
South Africa,1891-01-01T00:00:00.000000+00:00,0.0989
Zambia,1891-01-01T00:00:00.000000+00:00,
Zimbabwe,1891-01-01T00:00:00.000000+00:00,
Afghanistan,1892-01-01T00:00:00.000000+00:00,
Angola,1892-01-01T00:00:00.000000+00:00,
Albania,1892-01-01T00:00:00.000000+00:00,
Andorra,1892-01-01T00:00:00.000000+00:00,
United Arab Emirates,1892-01-01T00:00:00.000000+00:00,
Argentina,1892-01-01T00:00:00.000000+00:00,0.419
Armenia,1892-01-01T00:00:00.000000+00:00,0.0811
Antigua and Barbuda,1892-01-01T00:00:00.000000+00:00,
Australia,1892-01-01T00:00:00.000000+00:00,1.22
Austria,1892-01-01T00:00:00.000000+00:00,3.18
Azerbaijan,1892-01-01T00:00:00.000000+00:00,0.363
Burundi,1892-01-01T00:00:00.000000+00:00,
Belgium,1892-01-01T00:00:00.000000+00:00,5.76
Benin,1892-01-01T00:00:00.000000+00:00,
Burkina Faso,1892-01-01T00:00:00.000000+00:00,
Bangladesh,1892-01-01T00:00:00.000000+00:00,
Bulgaria,1892-01-01T00:00:00.000000+00:00,0.0173
Bahrain,1892-01-01T00:00:00.000000+00:00,
Bahamas,1892-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1892-01-01T00:00:00.000000+00:00,
Belarus,1892-01-01T00:00:00.000000+00:00,0.211
Belize,1892-01-01T00:00:00.000000+00:00,
Bolivia,1892-01-01T00:00:00.000000+00:00,
Brazil,1892-01-01T00:00:00.000000+00:00,
Barbados,1892-01-01T00:00:00.000000+00:00,
Brunei,1892-01-01T00:00:00.000000+00:00,
Bhutan,1892-01-01T00:00:00.000000+00:00,
Botswana,1892-01-01T00:00:00.000000+00:00,
Central African Republic,1892-01-01T00:00:00.000000+00:00,
Canada,1892-01-01T00:00:00.000000+00:00,2.98
Switzerland,1892-01-01T00:00:00.000000+00:00,0.948
Chile,1892-01-01T00:00:00.000000+00:00,
China,1892-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1892-01-01T00:00:00.000000+00:00,
Cameroon,1892-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1892-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1892-01-01T00:00:00.000000+00:00,
Colombia,1892-01-01T00:00:00.000000+00:00,
Comoros,1892-01-01T00:00:00.000000+00:00,
Cape Verde,1892-01-01T00:00:00.000000+00:00,
Costa Rica,1892-01-01T00:00:00.000000+00:00,
Cuba,1892-01-01T00:00:00.000000+00:00,
Cyprus,1892-01-01T00:00:00.000000+00:00,
Czech Republic,1892-01-01T00:00:00.000000+00:00,3.17
Germany,1892-01-01T00:00:00.000000+00:00,4.41
Djibouti,1892-01-01T00:00:00.000000+00:00,
Dominica,1892-01-01T00:00:00.000000+00:00,
Denmark,1892-01-01T00:00:00.000000+00:00,1.26
Dominican Republic,1892-01-01T00:00:00.000000+00:00,
Algeria,1892-01-01T00:00:00.000000+00:00,
Ecuador,1892-01-01T00:00:00.000000+00:00,
Egypt,1892-01-01T00:00:00.000000+00:00,
Eritrea,1892-01-01T00:00:00.000000+00:00,
Spain,1892-01-01T00:00:00.000000+00:00,0.452
Estonia,1892-01-01T00:00:00.000000+00:00,
Ethiopia,1892-01-01T00:00:00.000000+00:00,
Finland,1892-01-01T00:00:00.000000+00:00,0.0795
Fiji,1892-01-01T00:00:00.000000+00:00,
France,1892-01-01T00:00:00.000000+00:00,2.43
"Micronesia, Fed. Sts.",1892-01-01T00:00:00.000000+00:00,
Gabon,1892-01-01T00:00:00.000000+00:00,
United Kingdom,1892-01-01T00:00:00.000000+00:00,8.16
Georgia,1892-01-01T00:00:00.000000+00:00,0.0815
Ghana,1892-01-01T00:00:00.000000+00:00,
Guinea,1892-01-01T00:00:00.000000+00:00,
Gambia,1892-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1892-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1892-01-01T00:00:00.000000+00:00,
Greece,1892-01-01T00:00:00.000000+00:00,0.0702
Grenada,1892-01-01T00:00:00.000000+00:00,
Guatemala,1892-01-01T00:00:00.000000+00:00,
Guyana,1892-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1892-01-01T00:00:00.000000+00:00,
Honduras,1892-01-01T00:00:00.000000+00:00,
Croatia,1892-01-01T00:00:00.000000+00:00,
Haiti,1892-01-01T00:00:00.000000+00:00,
Hungary,1892-01-01T00:00:00.000000+00:00,0.888
Indonesia,1892-01-01T00:00:00.000000+00:00,0.0115
India,1892-01-01T00:00:00.000000+00:00,0.021
Ireland,1892-01-01T00:00:00.000000+00:00,
Iran,1892-01-01T00:00:00.000000+00:00,
Iraq,1892-01-01T00:00:00.000000+00:00,
Iceland,1892-01-01T00:00:00.000000+00:00,
Israel,1892-01-01T00:00:00.000000+00:00,
Italy,1892-01-01T00:00:00.000000+00:00,0.329
Jamaica,1892-01-01T00:00:00.000000+00:00,
Jordan,1892-01-01T00:00:00.000000+00:00,
Japan,1892-01-01T00:00:00.000000+00:00,0.209
Kazakhstan,1892-01-01T00:00:00.000000+00:00,0.739
Kenya,1892-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1892-01-01T00:00:00.000000+00:00,0.121
Cambodia,1892-01-01T00:00:00.000000+00:00,
Kiribati,1892-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1892-01-01T00:00:00.000000+00:00,
South Korea,1892-01-01T00:00:00.000000+00:00,
Kuwait,1892-01-01T00:00:00.000000+00:00,
Lao,1892-01-01T00:00:00.000000+00:00,
Lebanon,1892-01-01T00:00:00.000000+00:00,
Liberia,1892-01-01T00:00:00.000000+00:00,
Libya,1892-01-01T00:00:00.000000+00:00,
St. Lucia,1892-01-01T00:00:00.000000+00:00,
Liechtenstein,1892-01-01T00:00:00.000000+00:00,
Sri Lanka,1892-01-01T00:00:00.000000+00:00,
Lesotho,1892-01-01T00:00:00.000000+00:00,
Lithuania,1892-01-01T00:00:00.000000+00:00,0.108
Luxembourg,1892-01-01T00:00:00.000000+00:00,
Latvia,1892-01-01T00:00:00.000000+00:00,
Morocco,1892-01-01T00:00:00.000000+00:00,
Moldova,1892-01-01T00:00:00.000000+00:00,0.168
Madagascar,1892-01-01T00:00:00.000000+00:00,
Maldives,1892-01-01T00:00:00.000000+00:00,
Mexico,1892-01-01T00:00:00.000000+00:00,0.0439
Marshall Islands,1892-01-01T00:00:00.000000+00:00,
North Macedonia,1892-01-01T00:00:00.000000+00:00,
Mali,1892-01-01T00:00:00.000000+00:00,
Malta,1892-01-01T00:00:00.000000+00:00,
Myanmar,1892-01-01T00:00:00.000000+00:00,
Montenegro,1892-01-01T00:00:00.000000+00:00,
Mongolia,1892-01-01T00:00:00.000000+00:00,
Mozambique,1892-01-01T00:00:00.000000+00:00,
Mauritania,1892-01-01T00:00:00.000000+00:00,
Mauritius,1892-01-01T00:00:00.000000+00:00,
Malawi,1892-01-01T00:00:00.000000+00:00,
Malaysia,1892-01-01T00:00:00.000000+00:00,
Namibia,1892-01-01T00:00:00.000000+00:00,
Niger,1892-01-01T00:00:00.000000+00:00,
Nigeria,1892-01-01T00:00:00.000000+00:00,
Nicaragua,1892-01-01T00:00:00.000000+00:00,
Netherlands,1892-01-01T00:00:00.000000+00:00,2.45
Norway,1892-01-01T00:00:00.000000+00:00,1.19
Nepal,1892-01-01T00:00:00.000000+00:00,
Nauru,1892-01-01T00:00:00.000000+00:00,
New Zealand,1892-01-01T00:00:00.000000+00:00,2.2
Oman,1892-01-01T00:00:00.000000+00:00,
Pakistan,1892-01-01T00:00:00.000000+00:00,
Panama,1892-01-01T00:00:00.000000+00:00,
Peru,1892-01-01T00:00:00.000000+00:00,0.0138
Philippines,1892-01-01T00:00:00.000000+00:00,
Palau,1892-01-01T00:00:00.000000+00:00,
Papua New Guinea,1892-01-01T00:00:00.000000+00:00,
Poland,1892-01-01T00:00:00.000000+00:00,1.97
North Korea,1892-01-01T00:00:00.000000+00:00,
Portugal,1892-01-01T00:00:00.000000+00:00,0.295
Paraguay,1892-01-01T00:00:00.000000+00:00,
Palestine,1892-01-01T00:00:00.000000+00:00,
Qatar,1892-01-01T00:00:00.000000+00:00,
Romania,1892-01-01T00:00:00.000000+00:00,0.108
Russia,1892-01-01T00:00:00.000000+00:00,0.378
Rwanda,1892-01-01T00:00:00.000000+00:00,
Saudi Arabia,1892-01-01T00:00:00.000000+00:00,
Sudan,1892-01-01T00:00:00.000000+00:00,
Senegal,1892-01-01T00:00:00.000000+00:00,
Singapore,1892-01-01T00:00:00.000000+00:00,
Solomon Islands,1892-01-01T00:00:00.000000+00:00,
Sierra Leone,1892-01-01T00:00:00.000000+00:00,
El Salvador,1892-01-01T00:00:00.000000+00:00,
Somalia,1892-01-01T00:00:00.000000+00:00,
Serbia,1892-01-01T00:00:00.000000+00:00,
South Sudan,1892-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1892-01-01T00:00:00.000000+00:00,
Suriname,1892-01-01T00:00:00.000000+00:00,
Slovak Republic,1892-01-01T00:00:00.000000+00:00,3.24
Slovenia,1892-01-01T00:00:00.000000+00:00,
Sweden,1892-01-01T00:00:00.000000+00:00,1.08
Eswatini,1892-01-01T00:00:00.000000+00:00,
Seychelles,1892-01-01T00:00:00.000000+00:00,
Syria,1892-01-01T00:00:00.000000+00:00,
Chad,1892-01-01T00:00:00.000000+00:00,
Togo,1892-01-01T00:00:00.000000+00:00,
Thailand,1892-01-01T00:00:00.000000+00:00,
Tajikistan,1892-01-01T00:00:00.000000+00:00,0.09
Turkmenistan,1892-01-01T00:00:00.000000+00:00,0.514
Timor-Leste,1892-01-01T00:00:00.000000+00:00,
Tonga,1892-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1892-01-01T00:00:00.000000+00:00,
Tunisia,1892-01-01T00:00:00.000000+00:00,
Turkey,1892-01-01T00:00:00.000000+00:00,0.0313
Tuvalu,1892-01-01T00:00:00.000000+00:00,
Taiwan,1892-01-01T00:00:00.000000+00:00,
Tanzania,1892-01-01T00:00:00.000000+00:00,
Uganda,1892-01-01T00:00:00.000000+00:00,
Ukraine,1892-01-01T00:00:00.000000+00:00,0.318
Uruguay,1892-01-01T00:00:00.000000+00:00,
United States,1892-01-01T00:00:00.000000+00:00,6.61
Uzbekistan,1892-01-01T00:00:00.000000+00:00,0.336
St. Vincent and the Grenadines,1892-01-01T00:00:00.000000+00:00,
Venezuela,1892-01-01T00:00:00.000000+00:00,
Vietnam,1892-01-01T00:00:00.000000+00:00,0.0596
Vanuatu,1892-01-01T00:00:00.000000+00:00,
Samoa,1892-01-01T00:00:00.000000+00:00,
Yemen,1892-01-01T00:00:00.000000+00:00,
South Africa,1892-01-01T00:00:00.000000+00:00,0.367
Zambia,1892-01-01T00:00:00.000000+00:00,
Zimbabwe,1892-01-01T00:00:00.000000+00:00,
Afghanistan,1893-01-01T00:00:00.000000+00:00,
Angola,1893-01-01T00:00:00.000000+00:00,
Albania,1893-01-01T00:00:00.000000+00:00,
Andorra,1893-01-01T00:00:00.000000+00:00,
United Arab Emirates,1893-01-01T00:00:00.000000+00:00,
Argentina,1893-01-01T00:00:00.000000+00:00,0.52
Armenia,1893-01-01T00:00:00.000000+00:00,0.0818
Antigua and Barbuda,1893-01-01T00:00:00.000000+00:00,
Australia,1893-01-01T00:00:00.000000+00:00,1.32
Austria,1893-01-01T00:00:00.000000+00:00,3.23
Azerbaijan,1893-01-01T00:00:00.000000+00:00,0.367
Burundi,1893-01-01T00:00:00.000000+00:00,
Belgium,1893-01-01T00:00:00.000000+00:00,6.29
Benin,1893-01-01T00:00:00.000000+00:00,
Burkina Faso,1893-01-01T00:00:00.000000+00:00,
Bangladesh,1893-01-01T00:00:00.000000+00:00,
Bulgaria,1893-01-01T00:00:00.000000+00:00,0.0221
Bahrain,1893-01-01T00:00:00.000000+00:00,
Bahamas,1893-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1893-01-01T00:00:00.000000+00:00,
Belarus,1893-01-01T00:00:00.000000+00:00,0.213
Belize,1893-01-01T00:00:00.000000+00:00,
Bolivia,1893-01-01T00:00:00.000000+00:00,
Brazil,1893-01-01T00:00:00.000000+00:00,
Barbados,1893-01-01T00:00:00.000000+00:00,
Brunei,1893-01-01T00:00:00.000000+00:00,
Bhutan,1893-01-01T00:00:00.000000+00:00,
Botswana,1893-01-01T00:00:00.000000+00:00,
Central African Republic,1893-01-01T00:00:00.000000+00:00,
Canada,1893-01-01T00:00:00.000000+00:00,2.81
Switzerland,1893-01-01T00:00:00.000000+00:00,1.17
Chile,1893-01-01T00:00:00.000000+00:00,
China,1893-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1893-01-01T00:00:00.000000+00:00,
Cameroon,1893-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1893-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1893-01-01T00:00:00.000000+00:00,
Colombia,1893-01-01T00:00:00.000000+00:00,
Comoros,1893-01-01T00:00:00.000000+00:00,
Cape Verde,1893-01-01T00:00:00.000000+00:00,
Costa Rica,1893-01-01T00:00:00.000000+00:00,
Cuba,1893-01-01T00:00:00.000000+00:00,
Cyprus,1893-01-01T00:00:00.000000+00:00,
Czech Republic,1893-01-01T00:00:00.000000+00:00,3.22
Germany,1893-01-01T00:00:00.000000+00:00,4.52
Djibouti,1893-01-01T00:00:00.000000+00:00,
Dominica,1893-01-01T00:00:00.000000+00:00,
Denmark,1893-01-01T00:00:00.000000+00:00,1.42
Dominican Republic,1893-01-01T00:00:00.000000+00:00,
Algeria,1893-01-01T00:00:00.000000+00:00,
Ecuador,1893-01-01T00:00:00.000000+00:00,
Egypt,1893-01-01T00:00:00.000000+00:00,
Eritrea,1893-01-01T00:00:00.000000+00:00,
Spain,1893-01-01T00:00:00.000000+00:00,0.484
Estonia,1893-01-01T00:00:00.000000+00:00,
Ethiopia,1893-01-01T00:00:00.000000+00:00,
Finland,1893-01-01T00:00:00.000000+00:00,0.089
Fiji,1893-01-01T00:00:00.000000+00:00,
France,1893-01-01T00:00:00.000000+00:00,2.57
"Micronesia, Fed. Sts.",1893-01-01T00:00:00.000000+00:00,
Gabon,1893-01-01T00:00:00.000000+00:00,
United Kingdom,1893-01-01T00:00:00.000000+00:00,9.26
Georgia,1893-01-01T00:00:00.000000+00:00,0.0823
Ghana,1893-01-01T00:00:00.000000+00:00,
Guinea,1893-01-01T00:00:00.000000+00:00,
Gambia,1893-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1893-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1893-01-01T00:00:00.000000+00:00,
Greece,1893-01-01T00:00:00.000000+00:00,0.071
Grenada,1893-01-01T00:00:00.000000+00:00,
Guatemala,1893-01-01T00:00:00.000000+00:00,
Guyana,1893-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1893-01-01T00:00:00.000000+00:00,
Honduras,1893-01-01T00:00:00.000000+00:00,
Croatia,1893-01-01T00:00:00.000000+00:00,
Haiti,1893-01-01T00:00:00.000000+00:00,
Hungary,1893-01-01T00:00:00.000000+00:00,0.946
Indonesia,1893-01-01T00:00:00.000000+00:00,0.0136
India,1893-01-01T00:00:00.000000+00:00,0.0214
Ireland,1893-01-01T00:00:00.000000+00:00,
Iran,1893-01-01T00:00:00.000000+00:00,
Iraq,1893-01-01T00:00:00.000000+00:00,
Iceland,1893-01-01T00:00:00.000000+00:00,
Israel,1893-01-01T00:00:00.000000+00:00,
Italy,1893-01-01T00:00:00.000000+00:00,0.405
Jamaica,1893-01-01T00:00:00.000000+00:00,
Jordan,1893-01-01T00:00:00.000000+00:00,
Japan,1893-01-01T00:00:00.000000+00:00,0.267
Kazakhstan,1893-01-01T00:00:00.000000+00:00,0.746
Kenya,1893-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1893-01-01T00:00:00.000000+00:00,0.122
Cambodia,1893-01-01T00:00:00.000000+00:00,
Kiribati,1893-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1893-01-01T00:00:00.000000+00:00,
South Korea,1893-01-01T00:00:00.000000+00:00,
Kuwait,1893-01-01T00:00:00.000000+00:00,
Lao,1893-01-01T00:00:00.000000+00:00,
Lebanon,1893-01-01T00:00:00.000000+00:00,
Liberia,1893-01-01T00:00:00.000000+00:00,
Libya,1893-01-01T00:00:00.000000+00:00,
St. Lucia,1893-01-01T00:00:00.000000+00:00,
Liechtenstein,1893-01-01T00:00:00.000000+00:00,
Sri Lanka,1893-01-01T00:00:00.000000+00:00,
Lesotho,1893-01-01T00:00:00.000000+00:00,
Lithuania,1893-01-01T00:00:00.000000+00:00,0.108
Luxembourg,1893-01-01T00:00:00.000000+00:00,
Latvia,1893-01-01T00:00:00.000000+00:00,
Morocco,1893-01-01T00:00:00.000000+00:00,
Moldova,1893-01-01T00:00:00.000000+00:00,0.17
Madagascar,1893-01-01T00:00:00.000000+00:00,
Maldives,1893-01-01T00:00:00.000000+00:00,
Mexico,1893-01-01T00:00:00.000000+00:00,0.0438
Marshall Islands,1893-01-01T00:00:00.000000+00:00,
North Macedonia,1893-01-01T00:00:00.000000+00:00,
Mali,1893-01-01T00:00:00.000000+00:00,
Malta,1893-01-01T00:00:00.000000+00:00,
Myanmar,1893-01-01T00:00:00.000000+00:00,
Montenegro,1893-01-01T00:00:00.000000+00:00,
Mongolia,1893-01-01T00:00:00.000000+00:00,
Mozambique,1893-01-01T00:00:00.000000+00:00,
Mauritania,1893-01-01T00:00:00.000000+00:00,
Mauritius,1893-01-01T00:00:00.000000+00:00,
Malawi,1893-01-01T00:00:00.000000+00:00,
Malaysia,1893-01-01T00:00:00.000000+00:00,
Namibia,1893-01-01T00:00:00.000000+00:00,
Niger,1893-01-01T00:00:00.000000+00:00,
Nigeria,1893-01-01T00:00:00.000000+00:00,
Nicaragua,1893-01-01T00:00:00.000000+00:00,
Netherlands,1893-01-01T00:00:00.000000+00:00,2.45
Norway,1893-01-01T00:00:00.000000+00:00,1.39
Nepal,1893-01-01T00:00:00.000000+00:00,
Nauru,1893-01-01T00:00:00.000000+00:00,
New Zealand,1893-01-01T00:00:00.000000+00:00,2.25
Oman,1893-01-01T00:00:00.000000+00:00,
Pakistan,1893-01-01T00:00:00.000000+00:00,
Panama,1893-01-01T00:00:00.000000+00:00,
Peru,1893-01-01T00:00:00.000000+00:00,0.0115
Philippines,1893-01-01T00:00:00.000000+00:00,
Palau,1893-01-01T00:00:00.000000+00:00,
Papua New Guinea,1893-01-01T00:00:00.000000+00:00,
Poland,1893-01-01T00:00:00.000000+00:00,1.98
North Korea,1893-01-01T00:00:00.000000+00:00,
Portugal,1893-01-01T00:00:00.000000+00:00,0.344
Paraguay,1893-01-01T00:00:00.000000+00:00,
Palestine,1893-01-01T00:00:00.000000+00:00,
Qatar,1893-01-01T00:00:00.000000+00:00,
Romania,1893-01-01T00:00:00.000000+00:00,0.0987
Russia,1893-01-01T00:00:00.000000+00:00,0.382
Rwanda,1893-01-01T00:00:00.000000+00:00,
Saudi Arabia,1893-01-01T00:00:00.000000+00:00,
Sudan,1893-01-01T00:00:00.000000+00:00,
Senegal,1893-01-01T00:00:00.000000+00:00,
Singapore,1893-01-01T00:00:00.000000+00:00,
Solomon Islands,1893-01-01T00:00:00.000000+00:00,
Sierra Leone,1893-01-01T00:00:00.000000+00:00,
El Salvador,1893-01-01T00:00:00.000000+00:00,
Somalia,1893-01-01T00:00:00.000000+00:00,
Serbia,1893-01-01T00:00:00.000000+00:00,
South Sudan,1893-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1893-01-01T00:00:00.000000+00:00,
Suriname,1893-01-01T00:00:00.000000+00:00,
Slovak Republic,1893-01-01T00:00:00.000000+00:00,3.31
Slovenia,1893-01-01T00:00:00.000000+00:00,
Sweden,1893-01-01T00:00:00.000000+00:00,1.2
Eswatini,1893-01-01T00:00:00.000000+00:00,
Seychelles,1893-01-01T00:00:00.000000+00:00,
Syria,1893-01-01T00:00:00.000000+00:00,
Chad,1893-01-01T00:00:00.000000+00:00,
Togo,1893-01-01T00:00:00.000000+00:00,
Thailand,1893-01-01T00:00:00.000000+00:00,
Tajikistan,1893-01-01T00:00:00.000000+00:00,0.0908
Turkmenistan,1893-01-01T00:00:00.000000+00:00,0.519
Timor-Leste,1893-01-01T00:00:00.000000+00:00,
Tonga,1893-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1893-01-01T00:00:00.000000+00:00,
Tunisia,1893-01-01T00:00:00.000000+00:00,
Turkey,1893-01-01T00:00:00.000000+00:00,0.0287
Tuvalu,1893-01-01T00:00:00.000000+00:00,
Taiwan,1893-01-01T00:00:00.000000+00:00,
Tanzania,1893-01-01T00:00:00.000000+00:00,
Uganda,1893-01-01T00:00:00.000000+00:00,
Ukraine,1893-01-01T00:00:00.000000+00:00,0.321
Uruguay,1893-01-01T00:00:00.000000+00:00,
United States,1893-01-01T00:00:00.000000+00:00,6.07
Uzbekistan,1893-01-01T00:00:00.000000+00:00,0.339
St. Vincent and the Grenadines,1893-01-01T00:00:00.000000+00:00,
Venezuela,1893-01-01T00:00:00.000000+00:00,
Vietnam,1893-01-01T00:00:00.000000+00:00,0.0273
Vanuatu,1893-01-01T00:00:00.000000+00:00,
Samoa,1893-01-01T00:00:00.000000+00:00,
Yemen,1893-01-01T00:00:00.000000+00:00,
South Africa,1893-01-01T00:00:00.000000+00:00,0.49
Zambia,1893-01-01T00:00:00.000000+00:00,
Zimbabwe,1893-01-01T00:00:00.000000+00:00,
Afghanistan,1894-01-01T00:00:00.000000+00:00,
Angola,1894-01-01T00:00:00.000000+00:00,
Albania,1894-01-01T00:00:00.000000+00:00,
Andorra,1894-01-01T00:00:00.000000+00:00,
United Arab Emirates,1894-01-01T00:00:00.000000+00:00,
Argentina,1894-01-01T00:00:00.000000+00:00,0.571
Armenia,1894-01-01T00:00:00.000000+00:00,0.0932
Antigua and Barbuda,1894-01-01T00:00:00.000000+00:00,
Australia,1894-01-01T00:00:00.000000+00:00,1.36
Austria,1894-01-01T00:00:00.000000+00:00,3.59
Azerbaijan,1894-01-01T00:00:00.000000+00:00,0.418
Burundi,1894-01-01T00:00:00.000000+00:00,
Belgium,1894-01-01T00:00:00.000000+00:00,6.28
Benin,1894-01-01T00:00:00.000000+00:00,
Burkina Faso,1894-01-01T00:00:00.000000+00:00,
Bangladesh,1894-01-01T00:00:00.000000+00:00,
Bulgaria,1894-01-01T00:00:00.000000+00:00,0.0227
Bahrain,1894-01-01T00:00:00.000000+00:00,
Bahamas,1894-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1894-01-01T00:00:00.000000+00:00,
Belarus,1894-01-01T00:00:00.000000+00:00,0.242
Belize,1894-01-01T00:00:00.000000+00:00,
Bolivia,1894-01-01T00:00:00.000000+00:00,
Brazil,1894-01-01T00:00:00.000000+00:00,
Barbados,1894-01-01T00:00:00.000000+00:00,
Brunei,1894-01-01T00:00:00.000000+00:00,
Bhutan,1894-01-01T00:00:00.000000+00:00,
Botswana,1894-01-01T00:00:00.000000+00:00,
Central African Republic,1894-01-01T00:00:00.000000+00:00,
Canada,1894-01-01T00:00:00.000000+00:00,2.66
Switzerland,1894-01-01T00:00:00.000000+00:00,1.24
Chile,1894-01-01T00:00:00.000000+00:00,0.179
China,1894-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1894-01-01T00:00:00.000000+00:00,
Cameroon,1894-01-01T00:00:00.000000+00:00,
